Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Mathematics,61.33,89.5,80.21,75.39,54.29,34.7,72.76,25.3,No,No,Low,4,6.4
Mathematics,67.14,54.71,91.16,53.99,74.05,47.1,97.58,15.4,No,No,Medium,2,4.8
Mathematics,52.01,81.27,42.16,72.36,76.84,42.5,55.74,9.8,No,No,High,10,5.7
CS,56.59,81.16,52.05,72.25,87.3,56.8,90.63,24.2,No,No,High,4,7.1
Engineering,56.45,41.83,50.36,84.42,74.2,86.19999999999999,82.61,27.0,Yes,No,High,6,7.3
CS,78.59,55.18,98.65,70.06,57.78,31.7,56.53,24.9,No,No,Medium,1,4.7
Business,95.04,80.6,78.72,97.67,97.66,82.0,51.46,14.1,Yes,Yes,Low,5,5.5
Engineering,94.21,98.51,60.65,72.8,83.02,31.200000000000003,88.67,27.8,Yes,Yes,Medium,3,7.1
CS,52.03,65.92,43.34,73.53,60.84,27.4,72.08,9.3,Yes,No,High,3,4.3
Business,85.58,69.57,76.04,66.23,52.82,96.0,73.75,26.5,Yes,No,High,10,8.1
Business,61.94,75.73,64.74,61.2,71.19,37.2,93.1,21.5,Yes,Yes,Low,5,5.8
Mathematics,76.32,44.74,57.15,55.97,50.63,33.6,99.92,24.9,No,No,High,9,6.1
CS,88.63,44.65,74.93,72.46,51.77,29.8,59.12,28.1,No,No,High,5,7.8
Mathematics,88.11,98.07,83.2,83.52,76.11,49.6,67.67,25.9,No,Yes,High,6,6.1
CS,84.16,86.71,67.14,61.09,50.7,67.4,75.93,7.2,No,No,High,8,5.3
CS,90.74,51.64,53.08,99.54,94.11,2.1,92.42,10.0,Yes,No,Low,5,5.0
Business,51.44,86.53,86.92,57.05,71.2,16.4,54.05,20.9,No,No,Low,7,6.1
CS,69.09,96.65,90.2,94.51,84.19,5.9,84.23,23.4,Yes,No,Low,4,6.0
CS,54.77,44.56,63.83,63.47,66.74,2.0,67.74,12.0,Yes,Yes,High,10,5.9
CS,57.43,53.81,74.71,70.38,67.36,47.1,53.68,27.4,Yes,Yes,Low,10,5.5
Mathematics,57.09,68.39,85.89,88.82,61.15,50.2,76.36,7.5,No,Yes,Medium,8,7.6
Mathematics,52.38,72.32,71.72,78.18,59.97,13.2,67.99,27.0,Yes,No,Medium,2,4.3
Mathematics,95.48,40.7,54.54,98.81,90.99,45.7,78.29,11.2,No,No,High,1,8.8
Mathematics,95.56,64.53,66.33,81.27,50.15,72.8,73.38,12.2,No,Yes,High,2,4.9
CS,91.03,57.92,49.81,71.53,80.82,92.9,51.12,24.5,No,No,Low,3,7.8
Mathematics,66.28,85.69,98.69,64.38,97.79,3.0,76.94,9.2,Yes,Yes,High,1,8.1
Business,64.93,92.9,83.55,92.47,56.95,89.5,60.45,22.6,Yes,No,High,9,6.9
Business,72.14,47.37,82.64,74.19,62.6,19.2,58.5,19.3,Yes,No,Low,4,8.2
Engineering,81.53,83.16,75.03,81.56,66.64,5.0,68.0,19.8,Yes,No,Medium,9,6.7
Mathematics,87.29,87.45,95.44,81.31,52.9,76.6,65.84,10.0,No,No,Medium,6,6.0
Business,83.17,78.14,63.62,60.02,69.06,68.89999999999999,70.14,27.1,No,No,Low,6,5.7
Engineering,54.12,99.38,88.15,57.99,91.87,97.2,72.78,9.2,Yes,No,High,10,4.7
Engineering,88.47,67.42,54.64,93.71,71.76,17.9,55.57,6.7,No,No,High,10,7.4
Business,59.53,45.07,47.72,87.78,85.2,88.80000000000001,63.23,12.4,Yes,Yes,Medium,7,4.3
CS,58.18,94.98,64.46,59.6,51.08,52.8,55.5,27.8,No,Yes,High,2,6.3
Mathematics,88.45,87.39,63.62,54.53,78.99,30.5,91.57,28.6,Yes,Yes,Medium,6,7.8
Business,56.35,56.15,73.41,69.62,86.42,14.3,85.15,28.5,Yes,No,Medium,10,5.8
CS,74.07,41.09,49.53,97.18,62.25,39.4,87.98,22.0,No,No,Medium,9,4.1
Engineering,67.27,67.37,67.14,87.68,54.89,27.0,57.3,7.9,No,Yes,Medium,8,6.5
Mathematics,82.06,66.41,55.48,93.15,51.5,80.3,88.67,28.6,Yes,No,Medium,9,7.6
Engineering,92.57,43.51,89.54,76.29,55.27,35.0,86.82,21.3,Yes,Yes,High,3,5.6
Mathematics,69.58,98.55,45.61,76.35,91.57,19.1,67.45,29.0,Yes,No,Medium,2,6.0
Engineering,70.12,61.66,46.31,75.22,67.43,59.7,87.23,15.6,No,Yes,Medium,5,4.2
CS,78.81,92.02,50.56,89.49,92.06,40.5,85.54,26.3,No,Yes,High,5,7.9
Mathematics,84.1,98.37,49.24,62.38,77.52,13.9,60.58,25.4,Yes,No,Low,8,4.3
Mathematics,71.27,97.2,61.53,52.28,91.98,38.6,51.85,28.3,No,Yes,Low,3,6.5
Business,74.35,44.77,95.11,59.39,90.85,9.5,93.37,20.5,No,Yes,High,4,8.2
Mathematics,62.88,54.91,95.71,61.34,75.58,30.8,64.9,24.4,No,No,High,6,4.7
Business,52.68,42.57,41.45,67.42,65.92,51.4,86.42,12.4,No,Yes,High,1,7.4
Mathematics,50.32,94.19,76.21,53.48,99.5,10.3,57.33,8.0,No,No,Low,4,7.5
CS,67.74,96.83,97.93,60.67,76.81,95.1,76.52,5.5,No,No,Medium,6,5.5
Business,96.51,40.82,63.23,98.03,92.02,37.400000000000006,81.96,23.2,No,No,High,8,7.9
Mathematics,61.7,86.86,45.57,85.85,89.25,57.7,99.09,21.1,No,No,Medium,9,5.8
Engineering,73.44,54.72,76.39,55.41,85.2,94.6,60.95,27.7,No,Yes,Medium,6,8.7
Engineering,58.86,59.94,91.34,66.78,71.68,12.8,76.7,22.5,No,Yes,Medium,9,4.9
Business,81.69,41.0,62.63,61.2,67.67,11.6,86.78,14.7,No,No,High,5,4.4
Engineering,76.95,42.72,68.27,99.69,66.25,38.4,93.28,21.6,No,Yes,Medium,10,8.0
Business,98.17,44.52,84.24,88.55,67.3,98.7,68.37,18.6,Yes,No,High,1,6.3
Mathematics,85.97,84.42,90.87,57.05,56.33,5.1,94.01,23.6,No,Yes,Medium,7,5.7
Mathematics,64.13,48.75,59.19,54.51,92.63,96.8,87.18,23.9,Yes,Yes,High,4,4.3
Business,50.3,79.1,75.64,74.26,70.07,42.6,89.14,22.0,Yes,No,Low,5,8.7
Mathematics,87.52,88.17,78.15,96.29,89.23,80.7,80.14,19.0,Yes,No,High,3,5.7
Engineering,78.67,59.14,58.62,85.13,82.45,66.3,59.67,18.6,Yes,No,Medium,5,4.8
Business,82.18,76.58,73.73,72.01,80.97,20.5,69.46,21.1,No,Yes,Low,6,8.7
Engineering,50.82,84.76,42.85,75.87,68.06,33.3,68.43,12.0,Yes,Yes,Low,3,8.2
Business,95.78,53.65,65.71,62.53,87.54,91.3,71.19,29.5,Yes,Yes,Medium,10,5.6
Business,91.11,73.49,99.9,66.01,78.42,87.89999999999999,69.46,27.8,Yes,Yes,High,8,6.7
CS,93.74,95.3,79.74,67.54,98.93,6.800000000000001,67.21,20.2,No,Yes,High,9,4.4
Engineering,74.28,40.3,77.08,69.92,79.32,10.7,57.84,24.3,No,Yes,Low,2,4.7
Mathematics,79.97,92.61,79.62,83.85,91.7,29.700000000000003,50.98,11.5,Yes,No,Low,8,7.9
Engineering,82.73,77.79,63.07,93.83,60.53,78.89999999999999,67.71,15.2,No,Yes,Low,7,5.1
Business,65.5,65.02,79.22,78.83,64.52,35.2,57.43,18.3,No,Yes,High,8,5.3
Business,84.83,80.04,63.28,77.45,64.98,45.8,55.99,13.2,Yes,Yes,Medium,4,5.4
Engineering,80.93,95.31,47.08,70.05,97.24,64.80000000000001,64.59,6.5,No,Yes,Medium,6,8.5
Mathematics,75.05,90.11,56.81,67.34,67.59,84.80000000000001,63.16,14.3,No,No,Low,4,8.8
Business,88.67,86.38,77.73,55.63,93.23,24.4,63.12,16.3,No,No,Low,6,5.0
Mathematics,82.27,81.21,59.6,67.23,65.5,86.89999999999999,71.85,5.8,Yes,No,Low,5,6.5
Business,86.33,43.78,70.4,57.68,90.82,64.4,50.45,22.0,Yes,No,Medium,5,5.4
Engineering,58.5,64.8,94.96,77.3,86.79,30.8,69.01,22.4,Yes,Yes,Low,5,6.1
Mathematics,84.29,48.77,75.1,83.25,63.26,44.400000000000006,55.33,12.3,No,Yes,Medium,6,6.4
Engineering,56.03,43.82,42.98,86.18,83.29,89.0,62.38,18.0,No,Yes,Medium,10,6.6
Engineering,90.59,88.04,56.73,76.67,88.9,18.9,62.43,11.8,No,Yes,High,7,4.3
CS,97.25,87.18,66.41,52.49,75.25,33.5,82.47,22.5,Yes,No,Low,10,6.8
Business,64.39,99.83,89.13,96.3,92.29,21.4,88.29,23.5,Yes,No,Medium,9,7.8
Business,62.13,55.13,46.48,79.52,80.29,13.3,79.98,28.1,Yes,No,Medium,1,4.4
CS,58.14,92.14,43.86,99.86,73.02,65.3,52.47,18.6,No,Yes,Medium,8,8.9
Engineering,64.27,40.45,77.25,53.01,58.27,67.2,62.57,22.4,No,Yes,Low,10,6.4
Mathematics,52.52,96.67,45.17,64.36,60.61,23.8,63.75,14.4,Yes,Yes,Low,8,7.7
CS,91.71,59.48,55.91,83.13,78.4,9.7,71.47,8.1,Yes,No,Medium,3,5.6
Mathematics,72.95,88.74,42.91,73.57,73.56,29.1,84.19,6.7,Yes,No,Low,6,4.2
Business,91.82,48.14,87.17,95.91,71.08,87.5,81.96,25.4,No,No,Low,2,5.7
CS,71.6,80.47,58.88,55.68,55.33,27.3,78.35,26.8,Yes,Yes,Medium,3,4.0
Engineering,76.37,96.2,47.3,80.58,72.4,25.0,69.44,29.8,Yes,No,Low,2,8.4
Engineering,56.05,80.85,95.25,55.56,79.01,89.9,79.89,13.7,Yes,No,High,7,8.7
Engineering,93.58,63.89,57.84,99.06,96.33,42.0,85.63,17.7,No,Yes,Medium,2,7.9
CS,76.8,84.75,78.39,67.33,92.85,74.7,51.9,6.0,No,Yes,Low,10,7.4
CS,74.42,47.56,58.01,81.99,78.3,85.8,78.77,22.4,Yes,No,Medium,5,6.3
CS,96.09,45.86,45.63,74.13,81.53,9.8,51.66,7.8,No,No,Medium,10,4.5
Engineering,64.91,94.1,67.98,96.77,94.38,60.1,84.64,8.2,No,Yes,High,5,8.6
Engineering,61.87,45.37,94.95,57.91,65.74,55.9,98.22,22.1,Yes,Yes,Medium,8,5.3
Engineering,75.39,53.4,99.94,56.79,85.11,38.6,58.46,28.0,Yes,Yes,High,8,5.2
CS,61.85,87.17,92.86,94.01,78.82,56.5,78.91,20.7,No,No,High,9,4.2
Engineering,94.94,41.63,77.34,62.66,79.86,97.1,66.2,17.2,No,Yes,Medium,5,4.9
Business,99.99,59.31,55.23,71.22,97.59,87.6,90.73,17.1,No,Yes,Low,6,5.5
Engineering,73.98,53.26,49.78,87.88,73.41,8.5,50.59,16.6,No,No,High,9,4.2
CS,69.42,76.18,74.62,62.07,99.38,23.6,55.38,17.7,No,Yes,High,1,8.8
Business,95.95,58.71,51.7,71.27,89.7,20.8,57.44,28.2,Yes,Yes,Medium,4,8.7
Mathematics,72.54,82.23,51.52,74.73,80.54,86.4,77.69,23.1,No,No,Medium,2,7.1
CS,68.1,42.49,86.69,56.89,89.28,59.8,81.03,13.4,Yes,No,Medium,6,7.3
Business,91.79,51.91,76.17,86.78,98.22,30.2,72.54,11.2,No,No,High,4,6.4
Engineering,86.65,57.46,97.44,99.62,67.66,7.800000000000001,66.88,14.9,Yes,Yes,Medium,8,8.7
Engineering,94.84,81.01,59.44,89.14,50.35,57.0,91.1,5.5,No,No,Medium,5,4.3
Engineering,54.57,54.01,43.14,70.68,88.77,41.4,85.99,26.8,No,Yes,High,3,6.7
CS,96.11,63.19,72.18,58.69,65.39,2.4,94.54,11.4,Yes,Yes,Medium,7,5.6
Mathematics,53.9,59.71,78.93,73.21,54.2,87.69999999999999,90.92,23.0,Yes,No,Low,6,6.3
Engineering,63.43,91.41,41.99,96.45,62.04,88.3,82.01,6.9,No,Yes,Medium,9,6.6
Business,57.39,55.19,48.7,99.69,92.9,3.1,66.02,5.5,Yes,No,Medium,6,5.9
Mathematics,56.14,74.67,79.42,82.32,87.11,79.0,65.73,9.1,No,No,Medium,8,8.3
Engineering,93.31,77.58,77.99,87.71,93.27,76.2,71.39,23.1,Yes,No,Medium,6,7.2
Business,56.98,50.52,94.14,63.29,89.92,8.7,60.15,14.6,No,Yes,Medium,3,4.2
Mathematics,89.2,45.0,65.21,53.6,84.92,31.0,74.98,18.1,Yes,Yes,Medium,5,7.3
CS,88.33,91.92,98.9,59.19,92.26,23.3,51.15,5.2,Yes,No,High,10,5.0
Business,75.66,75.16,84.91,71.74,91.27,23.3,57.14,28.9,Yes,Yes,High,3,6.0
Engineering,93.37,56.91,50.29,85.14,66.99,66.2,62.74,8.0,No,No,High,8,8.9
CS,65.57,72.24,81.73,57.59,70.93,70.5,79.61,15.4,No,No,Medium,10,5.1
CS,53.7,78.19,97.1,55.08,68.08,34.900000000000006,62.99,5.6,Yes,No,Low,2,8.6
Engineering,62.83,97.56,47.46,53.31,88.94,21.8,73.68,12.1,No,Yes,Low,6,8.0
CS,59.2,75.21,58.56,74.13,68.31,44.1,97.92,25.4,No,Yes,Medium,8,4.5
Business,60.22,93.75,84.81,92.69,53.94,16.5,74.81,7.2,Yes,Yes,Low,9,4.5
Mathematics,92.81,57.38,80.19,66.65,81.96,43.7,87.36,18.4,Yes,Yes,Medium,10,5.9
Business,57.8,52.27,74.19,63.02,88.14,37.7,97.59,17.4,No,No,High,8,7.3
CS,90.78,78.63,79.92,88.3,90.89,76.5,53.69,27.8,No,Yes,High,7,4.8
CS,54.27,56.76,64.86,71.73,78.13,44.900000000000006,64.47,5.2,No,No,Medium,6,8.6
Mathematics,86.98,82.59,47.63,83.39,81.43,65.6,85.33,10.0,No,No,High,9,7.2
Engineering,90.48,54.48,68.48,58.17,83.29,56.5,70.78,28.4,Yes,No,High,1,4.3
Business,64.58,43.37,58.62,99.69,83.65,12.3,62.82,19.7,Yes,Yes,High,9,4.3
Mathematics,91.55,85.32,67.36,98.7,54.65,42.5,69.22,6.4,No,Yes,Low,8,7.8
Business,88.41,40.66,59.27,95.05,53.31,35.0,69.72,9.1,No,No,Medium,5,6.3
CS,84.13,43.46,55.26,88.03,76.62,69.1,87.99,18.9,Yes,Yes,High,9,6.2
Engineering,72.46,53.61,56.76,72.18,97.72,3.2,96.33,8.7,Yes,No,High,8,8.6
Engineering,88.04,50.06,44.41,69.96,83.75,89.1,83.41,12.2,Yes,No,High,8,8.1
Mathematics,94.89,42.78,91.21,96.2,88.8,28.5,62.66,11.8,No,No,Medium,8,5.0
Mathematics,60.39,51.78,80.71,66.65,95.2,33.8,84.25,10.9,No,Yes,High,3,5.4
Mathematics,80.48,71.29,49.51,61.38,93.7,66.3,90.37,27.1,Yes,No,Medium,1,4.4
Mathematics,50.87,75.03,61.26,95.23,72.2,16.299999999999997,70.77,14.2,Yes,No,High,1,4.1
Mathematics,80.69,52.01,91.45,66.18,55.43,81.1,53.17,15.2,Yes,No,Low,10,7.5
Business,53.58,70.22,48.74,92.64,87.46,43.5,72.62,14.3,Yes,Yes,High,6,8.0
Mathematics,93.97,57.48,72.48,91.81,57.51,70.9,56.04,5.9,Yes,Yes,Low,4,7.6
Business,58.43,64.43,87.6,75.44,70.44,83.4,73.96,10.6,Yes,Yes,Low,8,7.6
CS,51.22,59.19,61.23,77.51,96.19,92.0,70.46,15.6,No,Yes,High,10,7.3
CS,76.29,94.92,42.35,67.92,54.72,11.8,88.48,18.0,Yes,Yes,High,6,5.5
CS,77.46,40.73,49.51,97.33,83.87,40.8,86.53,27.1,No,Yes,Low,5,8.9
Mathematics,68.29,60.4,59.8,68.76,57.73,58.4,52.63,25.7,No,Yes,Medium,9,6.9
Business,97.04,94.01,49.88,57.73,57.18,66.10000000000001,63.01,23.2,No,Yes,Medium,10,8.1
Mathematics,80.9,88.79,58.16,55.28,93.3,3.8,94.7,14.2,Yes,Yes,Low,7,6.6
Mathematics,79.94,87.53,47.32,68.37,76.33,16.7,56.5,20.9,No,Yes,High,9,6.6
Engineering,50.38,99.03,65.6,71.79,78.49,60.7,67.43,19.7,Yes,Yes,Low,10,8.6
Business,87.48,95.71,57.67,59.98,86.52,51.5,63.14,17.0,No,Yes,High,6,5.9
Mathematics,96.89,67.32,45.44,96.47,67.21,99.0,54.33,18.0,No,No,Medium,6,5.4
CS,99.37,77.6,70.74,56.59,98.25,76.5,86.21,11.0,No,No,High,2,6.1
Engineering,87.39,53.42,42.0,64.47,58.65,61.4,94.95,26.9,Yes,No,Medium,10,9.0
Engineering,57.6,58.18,76.87,56.72,77.62,62.6,98.48,16.8,No,Yes,Low,9,5.9
Business,64.23,74.58,94.9,61.53,97.0,99.5,53.36,12.3,Yes,No,Medium,4,6.5
CS,54.08,85.82,59.63,67.58,91.46,81.5,71.66,20.5,Yes,Yes,Low,5,4.4
Business,55.71,75.46,86.55,69.41,70.57,25.1,86.0,24.1,No,No,Low,4,8.1
Engineering,82.68,73.08,52.88,77.64,68.33,91.4,77.77,17.5,Yes,No,High,10,8.3
Business,87.89,64.3,64.97,69.67,63.73,25.1,95.95,11.6,No,No,Low,1,6.0
Business,81.84,43.6,69.68,95.49,90.74,78.8,60.33,18.6,No,No,Low,1,8.1
Mathematics,52.85,46.8,67.29,67.61,96.45,57.2,94.73,10.9,No,Yes,Low,2,5.9
CS,76.33,75.73,40.34,72.78,86.06,29.2,83.08,5.7,Yes,No,Medium,6,8.7
Business,64.81,47.59,58.68,76.21,70.29,87.69999999999999,81.92,26.7,No,No,Medium,6,4.8
CS,84.19,92.37,97.39,51.25,88.95,25.8,81.23,12.3,Yes,Yes,Medium,6,8.5
CS,73.46,73.54,53.52,73.7,81.19,50.0,52.75,8.2,No,Yes,High,7,5.9
Engineering,92.61,74.84,89.31,61.08,86.43,70.1,67.39,26.3,Yes,Yes,Medium,8,8.7
Mathematics,84.11,87.46,90.03,78.2,79.28,71.3,50.27,27.1,No,Yes,High,7,7.8
Business,74.24,59.19,51.63,99.59,76.62,97.8,95.81,5.9,Yes,No,Medium,1,5.8
Mathematics,69.71,75.23,76.24,54.49,67.34,98.9,95.17,18.2,Yes,Yes,Medium,5,4.4
Mathematics,93.78,81.39,93.44,95.12,77.3,6.9,83.26,15.0,Yes,No,Medium,8,4.1
CS,62.32,80.95,63.75,77.34,82.76,43.7,63.05,14.9,Yes,Yes,Low,1,5.3
CS,70.35,69.73,42.52,91.11,57.3,52.8,83.43,22.3,No,No,Medium,9,7.9
Engineering,60.43,61.69,95.37,86.6,70.81,71.39999999999999,97.66,13.6,Yes,Yes,Low,4,7.2
Engineering,73.94,57.6,67.65,58.87,88.75,67.9,75.58,25.5,Yes,No,Medium,1,4.4
Business,62.18,76.64,57.51,61.99,96.23,36.2,72.4,10.9,Yes,Yes,Low,10,7.7
Business,77.4,51.46,89.32,71.38,84.43,75.4,72.04,18.0,No,No,Low,1,4.8
CS,95.87,89.63,47.34,91.25,65.96,0.3,69.29,27.2,No,No,High,4,4.7
Mathematics,88.31,65.72,73.94,91.6,79.25,81.7,95.66,22.4,No,No,Low,10,6.3
Business,58.15,77.83,81.67,79.39,97.65,61.8,95.72,23.1,Yes,Yes,Low,6,4.9
Engineering,69.45,75.24,47.14,55.75,91.87,91.9,55.87,18.3,Yes,No,Medium,8,5.3
Mathematics,78.45,64.47,62.05,80.83,79.15,88.80000000000001,79.65,24.4,No,No,Low,4,8.7
Engineering,68.58,72.76,43.59,78.64,89.23,7.9,64.55,13.7,Yes,No,High,9,7.3
CS,60.39,60.71,46.84,87.74,88.55,74.4,94.63,25.4,No,No,Medium,3,6.8
CS,52.72,84.85,55.84,67.67,80.62,59.8,54.65,10.3,No,Yes,High,9,5.4
Mathematics,58.56,77.5,85.73,92.53,65.26,3.3000000000000003,95.56,16.3,Yes,Yes,Medium,3,7.4
Business,56.86,53.03,87.89,78.92,98.83,97.2,61.48,18.8,Yes,No,High,1,4.5
Business,98.46,51.09,96.59,50.16,77.87,2.7,86.6,12.5,No,Yes,Medium,3,4.1
CS,96.65,82.58,78.07,57.46,62.6,67.5,73.89,7.6,Yes,Yes,High,2,8.5
CS,84.42,54.5,88.66,64.56,83.57,81.6,90.65,11.8,No,No,Low,4,7.5
Business,82.18,87.27,55.61,62.64,98.33,29.6,77.74,28.1,No,Yes,Medium,9,8.6
Mathematics,69.68,56.91,88.51,94.52,99.67,42.400000000000006,60.13,16.6,No,Yes,Low,5,7.0
CS,58.57,41.97,70.93,94.78,59.86,55.3,88.06,12.0,Yes,Yes,High,6,8.1
Mathematics,65.47,63.59,65.87,64.46,57.61,23.3,57.12,9.5,Yes,No,High,4,8.4
Engineering,57.88,56.06,60.21,88.16,92.8,63.0,84.65,6.8,Yes,No,Low,2,5.5
Engineering,96.88,84.75,54.22,91.88,52.83,41.900000000000006,80.92,5.4,No,Yes,Medium,1,5.6
Business,82.69,53.2,66.23,78.23,51.36,18.4,74.34,25.2,No,No,High,3,8.3
Engineering,88.28,43.86,93.36,78.35,71.23,41.3,79.34,27.5,No,Yes,Low,1,8.7
CS,95.76,78.92,96.04,79.86,81.29,53.1,52.45,17.6,No,Yes,High,1,8.1
CS,77.59,68.18,61.62,88.8,67.44,94.3,74.22,11.6,Yes,Yes,High,1,5.4
Mathematics,92.64,78.27,53.79,53.89,86.52,52.9,57.24,26.8,Yes,Yes,Medium,5,7.5
Engineering,63.83,80.45,51.35,90.01,77.52,23.9,74.63,28.9,Yes,No,Medium,7,8.6
Engineering,99.89,90.08,64.48,91.38,80.6,94.6,93.15,8.4,Yes,Yes,Low,8,8.0
CS,63.4,84.38,49.88,54.92,92.29,33.3,57.93,9.0,No,No,Low,2,8.9
Engineering,90.44,96.27,80.15,85.57,86.89,8.4,97.96,28.6,No,Yes,Medium,4,8.9
Business,95.12,68.56,72.55,80.93,66.77,78.4,92.14,26.0,No,No,Medium,8,7.0
Mathematics,89.04,83.6,45.56,78.68,61.01,7.1,84.57,18.4,No,No,High,5,6.9
Business,97.33,74.55,98.1,89.85,57.73,6.6000000000000005,72.9,11.1,Yes,Yes,Medium,4,8.0
Engineering,69.93,69.56,51.37,56.17,67.14,45.2,56.36,13.0,Yes,Yes,High,10,7.0
Mathematics,53.5,92.94,44.75,51.21,99.82,36.6,56.38,25.6,No,No,Medium,6,7.0
Mathematics,67.66,62.29,92.24,83.25,65.97,28.5,59.5,24.1,Yes,No,High,4,8.0
Business,50.86,41.75,57.91,98.47,99.95,5.300000000000001,63.39,9.1,No,Yes,High,1,8.0
Business,85.69,70.44,46.25,66.17,74.48,33.5,70.84,19.9,Yes,No,High,1,8.2
Engineering,94.45,94.33,76.18,60.54,52.45,61.6,61.2,7.5,No,No,Low,10,5.1
Engineering,75.93,92.21,83.09,84.12,88.8,39.7,86.3,24.1,No,No,High,2,5.8
Engineering,96.7,92.71,92.23,61.36,76.32,9.6,97.93,23.0,No,Yes,Low,10,4.9
Engineering,70.58,75.47,53.39,54.91,79.05,19.7,82.81,17.2,No,No,Medium,1,5.1
CS,68.09,52.55,74.44,74.67,76.78,7.9,70.35,6.9,Yes,No,Medium,6,8.3
Engineering,92.03,77.07,58.24,79.53,89.9,18.8,67.69,26.8,Yes,No,High,1,6.6
Business,90.49,46.43,75.26,67.38,73.42,76.9,66.31,22.1,No,No,High,8,7.2
Engineering,82.07,98.76,91.86,56.87,66.86,40.5,79.49,9.7,Yes,Yes,Medium,6,9.0
CS,84.15,66.6,78.24,70.05,98.38,43.4,64.34,15.2,Yes,No,Medium,7,8.3
Engineering,99.93,88.88,48.56,68.63,53.67,39.8,80.05,11.9,No,Yes,Low,5,7.7
Engineering,80.68,78.43,52.82,68.08,90.39,8.9,63.93,13.0,Yes,No,Medium,7,4.4
CS,89.2,40.99,95.23,91.72,58.62,54.0,88.12,12.9,Yes,Yes,High,6,8.7
Mathematics,67.07,89.14,82.35,82.02,81.72,58.5,81.18,16.9,No,Yes,Low,9,4.9
Engineering,52.01,66.6,91.98,71.22,87.62,74.5,64.25,5.0,No,Yes,High,5,6.4
Engineering,66.11,58.03,91.88,58.25,93.12,50.6,89.71,8.1,Yes,Yes,High,1,5.4
Business,88.6,51.46,43.25,73.85,79.19,49.8,57.23,8.1,Yes,Yes,High,10,8.2
CS,73.68,81.66,55.35,69.2,58.02,0.6,59.7,18.0,No,No,High,4,4.4
Engineering,88.3,93.45,53.37,64.34,71.31,20.9,56.32,26.9,No,Yes,High,1,8.7
Mathematics,57.89,90.42,68.5,69.48,70.25,65.4,64.64,13.0,Yes,No,Low,2,5.2
CS,50.82,53.45,98.33,61.35,55.99,74.1,55.27,23.0,No,Yes,Low,6,7.1
CS,69.26,78.0,93.0,65.98,61.22,37.3,67.65,30.0,Yes,Yes,High,3,8.7
Engineering,69.19,74.78,52.88,98.56,59.86,83.0,61.64,28.6,Yes,Yes,Low,5,6.2
Business,96.97,50.84,51.93,86.85,51.99,10.9,59.34,19.9,No,Yes,Low,10,4.3
CS,80.34,59.55,67.61,99.64,75.11,90.3,91.42,18.8,No,No,Low,9,7.5
CS,91.35,70.87,59.58,60.14,69.36,38.3,86.21,25.6,No,Yes,Medium,5,5.7
Engineering,61.64,48.85,60.73,69.44,60.91,58.4,82.19,11.0,No,No,Medium,1,8.9
CS,97.09,77.36,73.7,67.85,98.78,36.8,78.57,19.5,Yes,No,Low,1,4.1
Mathematics,91.55,97.51,49.0,99.66,57.91,84.60000000000001,85.53,25.3,No,No,Low,5,6.8
Engineering,51.95,84.37,55.22,74.96,96.16,64.0,83.39,25.3,No,Yes,High,10,4.6
Engineering,52.04,90.67,65.76,99.44,77.6,1.2,66.99,12.2,Yes,Yes,High,10,5.4
CS,73.58,78.64,76.63,81.26,50.28,30.6,59.47,7.2,No,Yes,Medium,8,5.2
Engineering,58.54,52.18,56.56,63.39,89.39,15.7,84.12,16.7,No,No,Medium,2,7.0
Business,58.46,61.99,99.95,95.46,60.55,65.4,67.05,27.5,Yes,Yes,High,2,4.6
Business,88.1,44.67,52.78,62.95,60.08,49.900000000000006,63.54,26.4,Yes,No,High,7,6.2
Mathematics,62.12,81.14,85.32,82.19,69.11,41.5,66.8,5.1,Yes,Yes,High,3,6.6
Mathematics,55.48,82.42,58.38,84.49,95.6,57.2,83.57,26.5,No,No,High,8,7.9
Business,50.87,57.71,63.42,53.32,91.8,85.5,99.82,22.5,No,No,High,2,4.7
Engineering,72.45,82.28,64.59,84.99,70.81,10.8,92.12,18.9,Yes,No,High,8,7.8
Engineering,77.55,53.42,80.19,98.39,92.94,40.4,54.66,12.4,No,Yes,Low,1,7.0
Mathematics,60.97,84.31,43.09,85.01,69.5,24.2,85.56,7.4,Yes,No,Low,8,5.2
CS,64.07,80.27,58.09,64.26,84.5,54.7,71.93,13.0,No,Yes,Medium,1,4.1
CS,86.78,64.0,88.7,64.44,63.35,6.7,87.94,21.9,No,No,Low,7,5.3
Business,74.64,87.9,65.65,77.02,97.68,23.6,84.58,8.7,Yes,No,High,7,5.9
CS,57.88,71.88,90.31,55.39,63.49,1.7999999999999998,82.1,15.2,No,Yes,Low,8,4.2
Engineering,98.33,58.94,76.54,95.69,84.39,31.6,55.27,16.7,No,Yes,Low,1,7.3
Engineering,98.0,97.34,75.29,53.5,64.69,56.6,61.84,29.0,No,No,Low,8,6.9
Business,53.87,63.38,52.44,79.39,66.72,22.5,72.92,19.9,Yes,No,Low,10,7.0
Engineering,82.87,95.22,66.16,86.5,76.49,11.9,64.69,11.6,No,Yes,Low,4,8.9
